id,determination_score,determination_id,event_id,date,deployment_id,deployment_name,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,species,bbox
821555,0.8874177932739251,11613,10338,Aug 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8556.0, 6023.0, 8964.0, 6927.0]"
821556,0.935992717742919,11613,10338,Aug 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7840.0, 5882.0, 8947.0, 6912.0]"
821557,0.949881017208099,11613,10338,Aug 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5719.0, 881.0, 6944.0]"
821558,0.44770267605781505,516,10338,Aug 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Archipini,Archips,Archips,Archips rosana,"[8401.0, 5432.0, 8626.0, 5622.0]"
821559,0.8625957965850831,11613,10285,Aug 11 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[5754.0, 547.0, 5942.0, 647.0]"
821560,0.9505981802940361,11613,10285,Aug 11 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7724.0, 5766.0, 8596.0, 6903.0]"
821561,0.5462180376052851,11613,10336,Jul 21 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5178.0, 1183.0, 6944.0]"
821562,0.9319885373115541,11613,10336,Jul 21 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7588.0, 5932.0, 9075.0, 6913.0]"
821563,0.11032351106405201,6594,10336,Jul 21 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Cochylini,Aethes,Aethes,Aethes biscana,"[9018.0, 4605.0, 9152.0, 4799.0]"
821564,0.94355309009552,11613,10408,Oct 3 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7863.0, 5319.0, 9152.0, 6944.0]"
821565,0.808709681034088,11613,10265,Jun 9 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[805.0, 4002.0, 1189.0, 4362.0]"
821566,0.9505986571311951,11613,10265,Jun 9 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[2809.0, 5206.0, 3507.0, 5532.0]"
821567,0.916955113410949,11613,10265,Jun 9 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7522.0, 5834.0, 8620.0, 6689.0]"
821568,0.6549968123435971,11613,10362,Apr 23 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[15.0, 5772.0, 1115.0, 6878.0]"
821569,1.0,6491,10362,Apr 23 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Trichopterygini,Cladara,Cladara,Cladara atroliturata,"[7068.0, 3642.0, 7425.0, 4003.0]"
821570,1.0,6954,10362,Apr 23 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Drepanoidea,Drepanidae,Drepaninae,Drepanini,Drepana,Drepana,Drepana arcuata,"[1477.0, 1624.0, 1871.0, 2061.0]"
821571,0.880150616168975,11613,10289,Aug 20 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7535.0, 5816.0, 8527.0, 6728.0]"
821572,0.8106330037117001,11613,10289,Aug 20 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[689.0, 4125.0, 830.0, 4318.0]"
821573,0.80996036529541,11613,10289,Aug 20 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[377.0, 5527.0, 1368.0, 6412.0]"
821574,0.9520732760429381,11613,10381,Jun 20 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[2266.0, 3568.0, 2427.0, 3851.0]"
821575,0.9360503554344171,11613,10381,Jun 20 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7831.0, 5349.0, 9152.0, 6934.0]"
821576,0.961086690425872,11613,10300,Sep 19 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7714.0, 5677.0, 8585.0, 6936.0]"
821577,1.0,111,10300,Sep 19 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,,,,,,"[8939.0, 2337.0, 9084.0, 2511.0]"
821578,0.117366380989551,2770,10300,Sep 19 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Trichopterygini,Carsia,Carsia,Carsia sororiata,"[6852.0, 3168.0, 7004.0, 3364.0]"
821579,1.0,6,10300,Sep 19 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Campaeini,Campaea,Campaea,Campaea perlata,"[8023.0, 2274.0, 8422.0, 2793.0]"
821580,0.9482979774475091,11613,10333,Jul 14 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8207.0, 5957.0, 8986.0, 6824.0]"
821581,0.624783515930175,11613,10333,Jul 14 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5682.0, 1163.0, 6849.0]"
821582,0.9564626812934871,11613,10293,Sep 1 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7649.0, 5640.0, 8519.0, 6853.0]"
821583,0.9628350734710691,11613,10357,Sep 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5708.0, 927.0, 6929.0]"
821584,0.8159375190734861,11613,10357,Sep 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[3980.0, 5350.0, 4221.0, 5629.0]"
821585,0.9516544938087461,11613,10357,Sep 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7745.0, 5950.0, 8961.0, 6852.0]"
821586,0.162193238735198,4468,10357,Sep 26 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Cnephasiini,Decodes,Decodes,Decodes basiplagana,"[5308.0, 4057.0, 5498.0, 4178.0]"
821587,0.911370813846588,11613,10314,May 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7781.0, 5751.0, 9096.0, 6939.0]"
821588,0.814776360988616,11613,10314,May 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8534.0, 6016.0, 8966.0, 6935.0]"
821589,1.0,6502,10314,May 26 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Boarmiini,Aethalura,Aethalura,Aethalura intertexta,"[5950.0, 1097.0, 6446.0, 1394.0]"
821590,1.0,24,10314,May 26 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Bombycoidea,Saturniidae,Ceratocampinae,Dryocampa,,Dryocampa,Dryocampa rubicunda,"[8292.0, 1789.0, 8562.0, 2239.0]"
821591,0.27660346031188904,7355,10314,May 26 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Macariini,Isturgia,Isturgia,Isturgia dislocaria,"[0.0, 5645.0, 1108.0, 6944.0]"
821592,0.330323100090026,7281,10314,May 26 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Macariini,Macaria,Macaria,Macaria aemulataria,"[79.0, 5012.0, 1509.0, 6944.0]"
821593,0.9393537044525141,11613,10253,Apr 23 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7562.0, 5148.0, 7926.0, 5284.0]"
821594,0.24279443919658603,32,10253,Apr 23 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Disclisioprocta,Disclisioprocta,Disclisioprocta stellata,"[8286.0, 4472.0, 8522.0, 4773.0]"
821595,1.0,6954,10253,Apr 23 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Drepanoidea,Drepanidae,Drepaninae,Drepanini,Drepana,Drepana,Drepana arcuata,"[1593.0, 2891.0, 1919.0, 3268.0]"
821596,0.09785922616720201,6356,10253,Apr 23 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Geometrinae,Synchlorini,Synchlora,Synchlora,Synchlora aerata,"[6571.0, 1441.0, 6778.0, 1691.0]"
821597,0.8677325248718261,11613,10368,May 19 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7599.0, 5383.0, 9152.0, 6944.0]"
821598,0.085233807563781,6265,10368,May 19 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Crambidae,Spilomelinae,Margaroniini,Palpita,Palpita,Palpita quadristigmalis,"[3913.0, 6581.0, 4390.0, 6932.0]"
821599,0.654548287391662,11613,10279,Jul 11 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[1579.0, 6546.0, 1774.0, 6895.0]"
821600,0.9384436607360841,11613,10279,Jul 11 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7705.0, 5823.0, 8636.0, 6914.0]"
821601,1.0,7248,10279,Jul 11 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Boarmiini,Iridopsis,Iridopsis,Iridopsis ephyraria,"[140.0, 2761.0, 707.0, 3055.0]"
821602,0.942723035812377,11613,10271,Jun 23 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[496.0, 5724.0, 1504.0, 6398.0]"
821603,0.927799701690673,11613,10271,Jun 23 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7684.0, 5781.0, 8609.0, 6916.0]"
821604,0.7509297728538511,11613,10332,Jul 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5672.0, 1059.0, 6944.0]"
821605,0.9075903296470641,11613,10332,Jul 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7608.0, 5880.0, 9103.0, 6920.0]"
821606,0.519287109375,15,10332,Jul 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Chrysauginae,Arta,,Arta,Arta statalis,"[4360.0, 2885.0, 4515.0, 3048.0]"
821607,0.258021593093872,7090,10332,Jul 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Olethreutinae,Grapholitini,Gymnandrosoma,Gymnandrosoma,Gymnandrosoma punctidiscanum,"[6624.0, 323.0, 6753.0, 490.0]"
821608,0.12328620254993401,7624,10332,Jul 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Pyralinae,Pyralini,Hypsopygia,Hypsopygia,Hypsopygia intermedialis,"[6313.0, 247.0, 6466.0, 605.0]"
821609,0.16119058430194802,5114,10332,Jul 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Erebidae,Erebinae,Thermesiini,Ascalapha,Ascalapha,Ascalapha odorata,"[2163.0, 6340.0, 2305.0, 6479.0]"
821610,0.20732204616069702,393,10332,Jul 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Olethreutinae,Olethreutini,Celypha,Celypha,Celypha cespitana,"[4444.0, 1453.0, 4560.0, 1651.0]"
821611,0.068382486701011,7494,10332,Jul 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Sparganothini,Cenopis,Cenopis,Cenopis diluticostana,"[371.0, 3660.0, 557.0, 3827.0]"
821612,0.8617456555366511,11613,10256,May 12 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[361.0, 5237.0, 1707.0, 6338.0]"
821613,0.770707011222839,11613,10256,May 12 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7681.0, 5639.0, 8670.0, 6715.0]"
821614,0.49810788035392706,6453,10256,May 12 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Eupitheciini,Eupithecia,Eupithecia,Eupithecia miserulata,"[8820.0, 5303.0, 9122.0, 5564.0]"
821615,0.22587794065475403,5114,10256,May 12 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Erebidae,Erebinae,Thermesiini,Ascalapha,Ascalapha,Ascalapha odorata,"[8782.0, 4593.0, 9090.0, 4897.0]"
821616,0.45425692200660706,7494,10256,May 12 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Sparganothini,Cenopis,Cenopis,Cenopis diluticostana,"[4800.0, 1460.0, 4981.0, 1585.0]"
821617,0.059927396476268005,7005,10256,May 12 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Ennomini,Eutrapela,Eutrapela,Eutrapela clemataria,"[6215.0, 6812.0, 6369.0, 6933.0]"
821618,0.31603056192398005,6448,10256,May 12 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Geometrinae,Nemoriini,Nemoria,Nemoria,Nemoria bistriaria,"[8488.0, 4087.0, 9069.0, 4445.0]"
821619,1.0,6754,10256,May 12 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Noctuidae,Pantheinae,Colocasia,,Colocasia,Colocasia flavicornis,"[4090.0, 2727.0, 4535.0, 3209.0]"
821620,0.579264283180236,11613,10261,May 21 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[431.0, 5623.0, 1759.0, 6346.0]"
821621,0.09201169013977001,6367,10261,May 21 2025,297,AMA,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Ennomini,Prochoerodes,Prochoerodes,Prochoerodes lineola,"[7616.0, 5811.0, 8624.0, 6709.0]"
821622,0.9462028741836541,11613,10383,Jun 25 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[8579.0, 4874.0, 8707.0, 5116.0]"
821623,0.9500067234039301,11613,10383,Jun 25 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[8818.0, 3736.0, 9045.0, 4067.0]"
821624,0.8599810600280761,11613,10383,Jun 25 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7658.0, 5199.0, 9152.0, 6944.0]"
821625,0.9485841989517211,11613,10383,Jun 25 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[3359.0, 2067.0, 3485.0, 2288.0]"
821626,0.28800466656684803,6934,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Crambidae,Scopariinae,Scoparia,,Scoparia,Scoparia penumbralis,"[4555.0, 4190.0, 4717.0, 4360.0]"
821627,0.941555380821228,11613,10291,Aug 25 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7622.0, 5751.0, 8527.0, 6897.0]"
821628,0.9515438675880431,11613,10383,Jun 25 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[6183.0, 1227.0, 6311.0, 1443.0]"
821629,0.9469774961471551,11613,10383,Jun 25 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7538.0, 5337.0, 9152.0, 6944.0]"
821630,0.798780679702758,11613,10383,Jun 25 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[0.0, 5343.0, 1583.0, 6580.0]"
821631,0.133491411805152,7494,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Sparganothini,Cenopis,Cenopis,Cenopis diluticostana,"[4522.0, 2718.0, 4647.0, 2908.0]"
821632,0.044832114130258005,6035,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Phycitinae,Moodna,,Moodna,Moodna ostrinella,"[2667.0, 3058.0, 2814.0, 3188.0]"
821633,0.19631543755531303,2211,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Plodia,Plodia,Plodia interpunctella,"[3645.0, 3404.0, 3767.0, 3594.0]"
821634,0.18563725054264002,2211,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Plodia,Plodia,Plodia interpunctella,"[2335.0, 3599.0, 2513.0, 3785.0]"
821635,1.0,5993,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Bombycoidea,Saturniidae,Ceratocampinae,Anisota,,Anisota,Anisota virginiensis,"[6485.0, 4977.0, 7180.0, 5661.0]"
821636,0.17007526755332902,393,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Olethreutinae,Olethreutini,Celypha,Celypha,Celypha cespitana,"[5809.0, 3620.0, 5966.0, 3760.0]"
821637,0.101951569318771,4425,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Gastropachini,Phyllodesma,Phyllodesma,Phyllodesma americana,"[8393.0, 1071.0, 8803.0, 1507.0]"
821638,0.482252240180969,6099,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Ephestiodes,Ephestiodes,Ephestiodes gilvescentella,"[3593.0, 3783.0, 3728.0, 3920.0]"
821639,1.0,3314,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Archipini,,Choristoneura,,"[2677.0, 1323.0, 2862.0, 1602.0]"
821640,1.0,2779,10383,Jun 25 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Eupitheciini,,Eupithecia,,"[1694.0, 1905.0, 2050.0, 2055.0]"
821641,0.9145794510841371,11613,10267,Jun 13 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[5899.0, 6073.0, 6489.0, 6212.0]"
821642,0.653331518173217,11613,10267,Jun 13 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[1848.0, 5755.0, 3024.0, 6136.0]"
821643,0.9305652379989621,11613,10267,Jun 13 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7626.0, 5806.0, 8617.0, 6756.0]"
821644,0.8276458382606501,11613,10380,Jun 18 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7902.0, 6757.0, 8208.0, 6925.0]"
821645,0.9391618967056271,11613,10380,Jun 18 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7694.0, 5324.0, 9152.0, 6923.0]"
821646,0.9524869918823241,11613,10380,Jun 18 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[846.0, 3678.0, 1059.0, 3858.0]"
821647,0.064304068684577,43,10380,Jun 18 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Epionini,Metanema,Metanema,Metanema inatomaria,"[5694.0, 6432.0, 6333.0, 6732.0]"
821648,1.0,6755,10380,Jun 18 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Noctuidae,Pantheinae,Colocasia,,Colocasia,Colocasia propinquilinea,"[4782.0, 4965.0, 5169.0, 5261.0]"
821649,0.20996356010437,6324,10380,Jun 18 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Drepanoidea,Drepanidae,Drepaninae,Drepanini,Eudeilinia,Eudeilinia,Eudeilinia herminiata,"[43.0, 5445.0, 1326.0, 6799.0]"
821650,0.033587582409381006,5379,10380,Jun 18 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Xylenina,Anathix,Anathix ralla,"[454.0, 6618.0, 842.0, 6937.0]"
821651,0.922242999076843,11613,10359,Oct 1 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[2052.0, 4809.0, 2721.0, 5436.0]"
821652,0.9433855414390561,11613,10359,Oct 1 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5683.0, 874.0, 6943.0]"
821653,0.926348805427551,11613,10359,Oct 1 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7735.0, 5908.0, 9035.0, 6900.0]"
821654,0.9356110095977781,11613,10359,Oct 1 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8626.0, 6078.0, 8925.0, 6923.0]"
821655,0.8582735061645501,11613,10359,Oct 1 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[295.0, 4749.0, 1405.0, 6238.0]"
821656,0.081044927239418,7260,10359,Oct 1 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Erebidae,Scoliopteryginae,Anomini,Rusicada,Rusicada,Rusicada privata,"[679.0, 4470.0, 1087.0, 4743.0]"
821657,0.515000998973846,300,10359,Oct 1 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Tortricini,Acleris,Acleris,Acleris hastiana,"[7969.0, 2222.0, 8125.0, 2343.0]"
821658,0.9420615434646601,11613,10407,Oct 1 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7869.0, 5358.0, 9152.0, 6944.0]"
821659,0.770701348781585,11613,10407,Oct 1 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[17.0, 5473.0, 1126.0, 6891.0]"
821660,0.8215693831443781,11613,10263,May 28 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[8356.0, 6394.0, 8651.0, 6904.0]"
821661,0.9373783469200131,11613,10344,Aug 25 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8599.0, 6044.0, 8946.0, 6936.0]"
821662,0.9284391999244691,11613,10344,Aug 25 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7753.0, 5946.0, 8977.0, 6845.0]"
821663,0.9583988189697261,11613,10344,Aug 25 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5719.0, 873.0, 6944.0]"
821664,1.0,8195,10344,Aug 25 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Boarmiini,,,,"[6709.0, 4459.0, 7306.0, 4820.0]"
821665,0.050235465168952005,6615,10344,Aug 25 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Epiblema,Epiblema,Epiblema otiosana,"[287.0, 5078.0, 1399.0, 6167.0]"
821666,0.9499661922454831,11613,10284,Jul 23 2025,297,AMA,,,Not Lepidoptera,,,,,,,,"[7667.0, 5765.0, 8620.0, 6856.0]"
821667,0.9118821620941161,11613,10338,Aug 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5719.0, 881.0, 6940.0]"
821668,0.8540925383567811,11613,10338,Aug 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7791.0, 5964.0, 9064.0, 6856.0]"
821669,0.8285008072853081,11613,10338,Aug 11 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[12.0, 5015.0, 1174.0, 6944.0]"
821670,1.0,9040,10338,Aug 11 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,,,,,"[951.0, 3238.0, 1116.0, 3363.0]"
821671,0.746659159660339,11613,10362,Apr 23 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[8632.0, 5621.0, 9152.0, 6067.0]"
821672,0.9401088356971741,11613,10362,Apr 23 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[0.0, 5797.0, 865.0, 6925.0]"
821673,0.8994063138961791,11613,10313,May 21 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7859.0, 5829.0, 8938.0, 6893.0]"
821674,0.655836224555969,11613,10313,May 21 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[418.0, 4900.0, 1356.0, 5969.0]"
821675,0.9490920305252071,11613,10313,May 21 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[9.0, 5731.0, 899.0, 6944.0]"
821676,0.9406799077987671,11613,10313,May 21 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8583.0, 6052.0, 8921.0, 6927.0]"
821677,0.9201756119728081,11613,10393,Aug 29 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[4129.0, 4691.0, 4928.0, 5494.0]"
821678,0.9518526792526241,11613,10393,Aug 29 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7888.0, 5351.0, 9152.0, 6944.0]"
821679,0.059707086533308,7387,10393,Aug 29 2025,296,SYD,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Nolidae,Nolinae,Nolini,Nolina,Nola,Nola clethrae,"[4705.0, 6359.0, 4929.0, 6664.0]"
821680,0.948962867259979,11613,10357,Sep 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8467.0, 6039.0, 8957.0, 6940.0]"
821681,0.9632372856140131,11613,10357,Sep 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5715.0, 932.0, 6927.0]"
821682,0.8814556598663331,11613,10357,Sep 26 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7860.0, 5934.0, 8978.0, 6924.0]"
821683,0.9402478337287901,11613,10407,Oct 1 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[5421.0, 2527.0, 6191.0, 2869.0]"
821684,0.9426071643829341,11613,10407,Oct 1 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[7878.0, 5354.0, 9152.0, 6944.0]"
821685,0.91517573595047,11613,10407,Oct 1 2025,296,SYD,,,Not Lepidoptera,,,,,,,,"[34.0, 5432.0, 1027.0, 6813.0]"
821686,0.9517019987106321,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[2189.0, 824.0, 2354.0, 961.0]"
821687,0.9488664865493771,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[0.0, 5740.0, 898.0, 6944.0]"
821688,0.8107837438583371,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[66.0, 4985.0, 1396.0, 6944.0]"
821689,0.9425022006034851,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[8880.0, 4877.0, 9075.0, 4985.0]"
821690,0.944526731967926,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[3782.0, 869.0, 3916.0, 1048.0]"
821691,0.778907358646392,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[2545.0, 3784.0, 2881.0, 3991.0]"
821692,0.943552255630493,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[7570.0, 5900.0, 9139.0, 6893.0]"
821693,0.570267379283905,11613,10327,Jun 30 2025,325,CAR,,,Not Lepidoptera,,,,,,,,"[1351.0, 4240.0, 1996.0, 4556.0]"
821694,1.0,7246,10327,Jun 30 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Geometroidea,Geometridae,Ennominae,Macariini,Macaria,Macaria,Macaria pustularia,"[665.0, 2967.0, 1107.0, 3273.0]"
821695,1.0,15,10327,Jun 30 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Chrysauginae,Arta,,Arta,Arta statalis,"[5109.0, 6588.0, 5300.0, 6802.0]"
821696,1.0,15,10327,Jun 30 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Chrysauginae,Arta,,Arta,Arta statalis,"[6755.0, 2381.0, 6908.0, 2571.0]"
821697,0.27206331491470304,6565,10327,Jun 30 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Noctuoidea,Nolidae,Chloephorinae,Sarrothripini,Garella,Garella,Garella nilotica,"[915.0, 1691.0, 1076.0, 1866.0]"
821698,0.113918244838714,15,10327,Jun 30 2025,325,CAR,Arthropoda,Insecta,Lepidoptera,Pyraloidea,Pyralidae,Chrysauginae,Arta,,Arta,Arta statalis,"[6069.0, 954.0, 6244.0, 1143.0]"
